judul,berita,emiten
"Akhir Pekan Rawan Profit Taking, Cermati Saham ADMR, JPFA, UNVR dan MAPI","""tingginya inflasi as dan akan agresifnya the fed menaikkan ffr bukan hanya berdampak atas tajamnya kejatuhan indeks djia tetapi juga berdampak atas naiknya yield obligasi as segala tenor khususnya tenor 10 tahun yang saat ini sudah mendekati level 3,5 persen.,"" paparnya, rabu (15/6/2022).",['buka']
"Sama-sama Rilis Green Bond, Bagaimana Prospek Saham BBRI dan BBNI ke Depan?","ihsg dibuka anjlok dengan koreksi 0,27% di posisi 7.031,19 dan berakhir melemah 1,03% atau 72,91 poin ke 6.976,96 pada penutupan perdagangan sesi pertama pukul 11:30 wib.",['buka']
"Sama-sama Rilis Green Bond, Bagaimana Prospek Saham BBRI dan BBNI ke Depan?","menurut data pt bursa efek indonesia (bei), sejak perdagangan dibuka ihsg sudah terkoreksi.",['buka']
"Sama-sama Rilis Green Bond, Bagaimana Prospek Saham BBRI dan BBNI ke Depan?","alih- alih bertahan di zona hijau sampai penutupan perdagangan, pukul 09:40 wib ihsg terpantau telah berbalik arah ke zona merah hingga penutupan perdagangan sesi i. level terendah berada di posisi 6.966,02 sesaat setelah perdagangan dibuka dan level tertinggi mencapai 7.000-an di 7.086,38 pada pukul 09:30 wib.",['buka']
"Sama-sama Rilis Green Bond, Bagaimana Prospek Saham BBRI dan BBNI ke Depan?","dua saham yang diburu yaitu pt bank rakyat indonesia tbk (bbri) dan pt perusahaan gas negara tbk (pgas) dengan nilai pembelian bersih masing-masing sebesar rp 65,6 miliar dan rp 36,5 miliar.","['bbri', 'pgas']"
"Sama-sama Rilis Green Bond, Bagaimana Prospek Saham BBRI dan BBNI ke Depan?","bbri tercatat naik 0,46% ke rp 4380/unit dan pgas turun 0,58% di rp 1.720/unit.","['bbri', 'pgas']"
"Sama-sama Rilis Green Bond, Bagaimana Prospek Saham BBRI dan BBNI ke Depan?","sementara itu, saham yang paling banyak dilepas adalah pt bank central asia tbk (bbca) dan pt telkom indonesia (persero) tbk (tlkm) dengan nilai penjualan bersih masing-masing sebesar rp 122,2 miliar dan 101 miliar.","['bbca', 'tlkm']"
"Sama-sama Rilis Green Bond, Bagaimana Prospek Saham BBRI dan BBNI ke Depan?","bbca tercatat turun 1,35% di rp 7.300/unit sedangkan tlkm turun 1,7% ke rp 4.040/unit.","['bbca', 'tlkm']"
"Sama-sama Rilis Green Bond, Bagaimana Prospek Saham BBRI dan BBNI ke Depan?","ppi secara tahunan sudah turun dalam 2 bukan beruntun, tetapi masih dekat rekor tertinggi sepanjang masa 11,5% (yoy) yang tercatat pada maret lalu.",['buka']
"Batu Bara Terbang, Buyback Diperpanjang! ADRO Siap Naik Lagi?","net sell rp 434,8 m, investor asing banyak lepas bbca hingga tlkm jakarta, investor.id – dibuka ambles 18,68 poin (-0,27%) di level 7.031, ihsg tenggelam di zona merah pada penutupan perdagangan sesi i, rabu (15/6/2022).","['bbca', 'tlkm', 'buka']"
"Batu Bara Terbang, Buyback Diperpanjang! ADRO Siap Naik Lagi?","saham-saham yang paling banyak dijual investor asing ( net sell ) adalah pt bank central asia tbk (bbca), pt telkom indonesia tbk (tlkm), pt bank negara indonesia tbk (bbni), pt bank jago tbk (arto), dan pt astra international tbk (asii).","['bbca', 'tlkm', 'bbni', 'asii']"
"Batu Bara Terbang, Buyback Diperpanjang! ADRO Siap Naik Lagi?","baca juga : jajaran saham-saham cetak cuan besar, termasuk brms, bbhi, dan bumi asing mengoleksi saham bbca dengan net sell sebesar rp 122,2 miliar.",['bbca']
"Batu Bara Terbang, Buyback Diperpanjang! ADRO Siap Naik Lagi?","harga bbca turun rp 100 (1,35%) menjadi rp 7.300. kemudian, tlkm sebesar rp 101 miliar, harga tlkm turun rp 70 (1,7%) menjadi rp 4.040. selanjutnya, asing menjual saham bbni dengan net sell rp 48,9 miliar.","['bbca', 'tlkm', 'tlkm', 'bbni']"
"Batu Bara Terbang, Buyback Diperpanjang! ADRO Siap Naik Lagi?","harga bbni jatuh rp 50 (0,6%) ke posisi rp 8.225. selain itu, saham arto dengan net sell rp 65,3 miliar, tapi harga sahamnya naik rp 25 (0,27%) menjadi rp 9.125. terakhir, saham asii sebesar rp 25,6 miliar.","['bbni', 'asii']"
"Batu Bara Terbang, Buyback Diperpanjang! ADRO Siap Naik Lagi?","harganya juga jatuh rp 250 (3,58%) menjadi rp 6.725. baca juga : terkoreksi 1,03%, ihsg terpuruk di zona merah di sesi i pada saat bersamaan, saham-saham yang paling banyak diborong investor asing atau net buy adalah pt bank rakyat indonesia tbk (bbri) sebesar rp 65,6 miliar, pt perusahaan gas negara tbk (pgas) sebnayak rp 36,5 miliar, pt bank mandiri tbk (bmri) sebanyak rp 31,1 miliar, pt chanmp resto indonesia tbk (enak) mencapai rp 11,5 miliar, dan pt link net tbk (link) sebesar rp 11,2 miliar.","['bbri', 'pgas', 'bmri']"
"Simak Rekomendasi Saham dari Analis untuk Jumat (24/6), Saat IHSG Berpotensi Rebound","ihsg sesi i ambrol, saham adro dan admr terpuruk  solopos.com, jakarta– perdagangan saham sesi i, rabu (15/6/2022), indeks harga saham gabungan (ihsg) terpantau melemah akibat investor yang bertaruh menjelang keputusan rapat federal reserve soal kenaikan suku bunga.",['adro']
"Simak Rekomendasi Saham dari Analis untuk Jumat (24/6), Saat IHSG Berpotensi Rebound","investor asing tercatat menjual saham pt bank central asia tbk (bbca) sebesar rp122,2 miliar, atau yang terbanyak sejauh ini.",['bbca']
"Simak Rekomendasi Saham dari Analis untuk Jumat (24/6), Saat IHSG Berpotensi Rebound","menyusul di belakangnya adalah pt telkom indonesia (persero) tbk (tlkm) senilai rp101 miliar dan pt bank negara indonesia tbk (bbni) sebesar rp48,1 miliar.","['tlkm', 'bbni']"
"Simak Rekomendasi Saham dari Analis untuk Jumat (24/6), Saat IHSG Berpotensi Rebound","(adro) ambles 6,75%.",['adro']
"Simak Rekomendasi Saham dari Analis untuk Jumat (24/6), Saat IHSG Berpotensi Rebound","“tingginya inflasi as dan akan agresifnya the fed menaikkan ffr bukan hanya berdampak atas tajamnya kejatuhan indeks djia tetapi juga berdampak atas naiknya yield obligasi as segala tenor khususnya tenor 10 tahun yang saat ini sudah mendekati level 3,5%,” paparnya, rabu (15/6/2022).",['buka']
"Simak Rekomendasi Saham PWON, MIKA, TLKM, ERAA, BRPT Untuk Hari ini (24/6)","jajaran saham-saham cetak cuan besar, termasuk brms, bbhi, dan bumi jakarta, investor.id – dibuka ambles 18,68 poin (-0,27%) di level 7.031, ihsg tenggelam di zona merah pada penutupan perdagangan sesi i, rabu (15/6/2022).",['buka']
"Simak Rekomendasi Saham PWON, MIKA, TLKM, ERAA, BRPT Untuk Hari ini (24/6)","baca juga : saham batubara berguguran, dipimpin adro dan admr sampai arb berdasarkan data rti, esti naik 21,88%.",['adro']
"Simak Rekomendasi Saham PWON, MIKA, TLKM, ERAA, BRPT Untuk Hari ini (24/6)","kelimanya yaitu pt sigma energy compresindo tbk (sico) jatuh 6,88%, pt adaro minerals indonesia tbk (admr) anjlok 6,8%, pt adaro energy indonesia tbk (adro) turun 6,75%, pt harum energy tbk (hrum) jatuh 6,68%, dan pt winner nusantara jaya tbk (winr) turun 6,67%.","['adro', 'hrum']"
"Simak Rekomendasi Saham PWON, MIKA, TLKM, ERAA, BRPT Untuk Hari ini (24/6)","saham-saham yang paling banyak dijual investor asing ( net sell ) adalah pt bank central asia tbk (bbca) sebesar rp 122,2 miliar, pt telkom indonesia tbk (tlkm) sebanyak rp 101 miliar, pt bank negara indonesia tbk (bbni) mencapai rp 48,9 miliar, pt bank jago tbk (arto) sebesar rp 28,6 miliar, dan pt astra international tbk (asii) mencapai rp 25,6 miliar.","['bbca', 'tlkm', 'bbni', 'asii']"
"IHSG Bakal Lanjut Menguat di Akhir Pekan, Simak Rekomendasi Saham Hari Ini","berikut ini beberapa rekomendasi dari yugen bertumbuh sekuritas, untuk saham-saham berpotensi dicermati pada perdagangan hari ini, diantaranya adalah: - hmsp - bbca - unvr - tlkm - excl - indf - icbp - pwon - bbni research analyst artha sekuritas indonesia, dennies christoper menambahkan, ada beberapa saham layak dicermati pada perdagangan hari ini.","['hmsp', 'bbca', 'unvr', 'tlkm', 'excl', 'indf', 'icbp', 'bbni']"
"IHSG Bakal Lanjut Menguat di Akhir Pekan, Simak Rekomendasi Saham Hari Ini","selain bird, dennies juga rekomendasikan saham milik mika mitra keluarga karyasehat tbk.",['mika']
"IHSG Bakal Lanjut Menguat di Akhir Pekan, Simak Rekomendasi Saham Hari Ini","mika masih menarik dicermati dengan target price 2.780 – 2.830, tingkat masuk 2.680 - 2.720, dan stop loss 2.660.",['mika']
"IHSG Bakal Lanjut Menguat di Akhir Pekan, Simak Rekomendasi Saham Hari Ini","disclaimer: artikel ini merupakan rekomendasi dan analisis saham dari analis sekuritas yang bersangkutan, bukan untuk mengajak membeli atau menjual saham tertentu.",['buka']
"IHSG Berpotensi Teruskan Tren Positif, Mainkan Saham Pilihan Analis",arb saham admr bukan kali ini saja sejak awal pekan ini.,['buka']
"IHSG Berpotensi Teruskan Tren Positif, Mainkan Saham Pilihan Analis","kemarin, saham admr mengalami arb bersamaan dengan saham pt adaro energy indonesia tbk (adro).",['adro']
"IHSG Berpotensi Teruskan Tren Positif, Mainkan Saham Pilihan Analis","sialnya, adro pada perdagangan hari ini juga sudah turun 6,75% ke level rp 3.040 per sahamn.",['adro']
"IHSG Berpotensi Teruskan Tren Positif, Mainkan Saham Pilihan Analis","volume transaksi adro sebesar 207,2 miliar saham dengan nilai transaksi rp 642,1 miliar.",['adro']
"Kabar dari Wall Street dan BI Bikin Happy, IHSG Berseri Lagi?","beli saham perseroan di maret, dirut unilever indonesia (unvr) cuan rp 1 miliar jakarta - direktur utama pt unilever indonesia tbk ( unvr ) ira noviarti sempat diketahui memborong saham perseroan pada maret 2022. berdasarkan keterbukaan informasi kepada bursa efek indonesia (bei), ira noviarti telah membeli 870.000 saham unvr di harga rp 3.460 per saham atau senilai rp 3,01 miliar pada 28 maret 2022. sebelumnya, ira yang sudah bekerja selama 16 tahun di unilever indonesia tidak memiliki saham perseroan.","['unvr', 'unvr', 'buka', 'unvr']"
"Kabar dari Wall Street dan BI Bikin Happy, IHSG Berseri Lagi?","jika menggunakan asumsi harga penutupan saham unvr pada selasa (14/6/2022) di rp 4.740, maka ira noviarti telah memperoleh cuan atau capital gain sebanyak rp 1,1 miliar dalam kurun waktu sekitar dua bulan saja.",['unvr']
"Kabar dari Wall Street dan BI Bikin Happy, IHSG Berseri Lagi?","dengan asumsi harga penutupan selasa (14/6/2022), maka ainul bisa mendapatkan untung sekitar rp 400 juta dari pembelian saham unvr pada maret 2022. sumber : investor.id",['unvr']
Intip Saham-Saham yang Banyak Diborong Asing Saat IHSG Ditutup di Zona Hijau,"laju ihsg bak roller coaster, investor asing lepas saham bbca hingga asii liputan6.com, jakarta - laju indeks harga saham gabungan (ihsg) bervariasi pada perdagangan rabu (15/6/2022).","['bbca', 'asii']"
Intip Saham-Saham yang Banyak Diborong Asing Saat IHSG Ditutup di Zona Hijau,"pada pembukaan perdagangan, ihsg melemah 18 poin ke posisi 7.031,19. pada pukul 09.28 win, ihsg menguat 0,48 persen ke posisi 7.083. pada pukul 10.08 wib, ihsg berbalik arah ke zona merah dengan turun 0,44 persen ke posisi 7.018. indeks lq45 menguat 0,41 persen ke posisi 1.023. sebagian besar indeks acuan bervariasi.",['buka']
Intip Saham-Saham yang Banyak Diborong Asing Saat IHSG Ditutup di Zona Hijau,"aksi beli investor asing relatif sporadis dan kecil di sejumlah saham antara lain bank mandiri usd 4,4 juta, inco usd 2,8 juta, unvr usd 1,9 juta.","['inco', 'unvr']"
Intip Saham-Saham yang Banyak Diborong Asing Saat IHSG Ditutup di Zona Hijau,"sedangkan aksi jual melanda saham bbca, bbri, tlkm dan asii.","['bbca', 'bbri', 'tlkm', 'asii']"
Intip Saham-Saham yang Banyak Diborong Asing Saat IHSG Ditutup di Zona Hijau,"saham-saham yang masuk top gainers antara lain: -saham mpro menguat 25 persen -saham bbhi menguat 16,56 persen -saham duti menguat 16,05 persen -saham jecc menguat 14,59 persen -saham scma menguat 9,28 persen saham-saham yang masuk top losers antara lain: -saham hdfa melemah 6,99 persen -saham esta melemah 6,94 persen -saham smar melemah 6,90 persen -saham bima melemah 6,88 persen -saham digi melemah 6,85 persen saham-saham yang dibeli investor asing antara lain: -saham bbri senilai rp 25,9 miliar -saham brms senilai rp 89,3 miliar -saham enak senilai rp 9,9 miliar -saham pgas senilai rp 16,2 miliar -saham bmri senilai rp 8,8 miliar saham-saham yang dijual investor asing antara lain: -saham bbca senilai rp 91,7 miliar -saham tlkm senilai rp 66 miliar -saham adro senilai rp 31,2 miliar -saham mdka senilai rp 27,8 miliar -saham asii senilai rp 11,7 miliar sebelumnya, bursa saham asia pasifik melemah pada perdagangan rabu (15/6/2022).","['bbri', 'pgas', 'bmri', 'bbca', 'tlkm', 'adro', 'mdka', 'asii']"
"Asing Net Sell Rp 4,20 Triliun, Saham-Saham Ini Banyak Dilepas dalam Sepekan","indeks bisnis-27 dibuka merah, saham tambang jadi pemberat bisnis.com , jakarta - indeks bisnis-27 membuka perdagangan ke zona merah pada rabu (15/6/2022).","['buka', 'buka']"
"Asing Net Sell Rp 4,20 Triliun, Saham-Saham Ini Banyak Dilepas dalam Sepekan","(untr) mengalami pelemahan paling dalam dengan turun 2,77 persen atau 875 poin ke harga 30.675. selanjutnya, saham pt vale indonesia tbk.",['untr']
"Asing Net Sell Rp 4,20 Triliun, Saham-Saham Ini Banyak Dilepas dalam Sepekan","(inco) menyusul di belakangnya dengan turun 2,43 persen ke harga 7.025. emiten terkait tambang lagi juga turut mewarnai zona merah konstituen bisnis-27, di antaranya adro dan mdka yang turun masing-masing 2,15 persen dan 1,49 persen.","['inco', 'adro', 'mdka']"
"Asing Net Sell Rp 4,20 Triliun, Saham-Saham Ini Banyak Dilepas dalam Sepekan","(emtk) yang naik 3,66 persen atau 60 poin ke harga 1.700. di belakangnya ada pt bfi finance indonesia tbk.",['emtk']
"Asing Net Sell Rp 4,20 Triliun, Saham-Saham Ini Banyak Dilepas dalam Sepekan","(bfin) yang naik 2,45 persen ke level 1.045. saham-saham yang menguat lain di antaranya antm, smgr, bbri, pwon, dan mncn yang naik masing-masing 1,83 persen, 1,61 persen, 0,83 persen dan 0,53 persen.","['bfin', 'antm', 'smgr', 'bbri', 'mncn']"
"Asing Net Sell Rp 4,20 Triliun, Saham-Saham Ini Banyak Dilepas dalam Sepekan","di sisi lain, ihsg membuka perdagangan ke zona merah hingga mencapai 7.031,19. namun, kembali ke zona hijau pada perdagangan pukul 09.25 wib dengan berada di level 7.080,73 naik 30,85 poin atau 0,44 persen.",['buka']
"IHSG Ditutup Menguat Tipis, Asing Banyak Menjual Saham-Saham Ini pada Kamis (23/6)","ihsg dibuka melemah, saham energi jumbo masuk top losers republika.co.id, jakarta -- indeks harga saham gabungan (ihsg) dibuka melemah pada perdagangan rabu (15/6).","['buka', 'buka']"
"IHSG Ditutup Menguat Tipis, Asing Banyak Menjual Saham-Saham Ini pada Kamis (23/6)","indy, adro dan admr pagi ini kompak terkoreksi lebih dari 1 persen.",['adro']
"IHSG Ditutup Menguat Tipis, Asing Banyak Menjual Saham-Saham Ini pada Kamis (23/6)",inco terpangkas lebih dalam sebesar 3 persen.,['inco']
"IHSG Ditutup Menguat Tipis, Asing Banyak Menjual Saham-Saham Ini pada Kamis (23/6)",indeks saham di asia dibuka turun setelah indeks saham utama di wall street semalam berakhir varaitif (mixed).,['buka']
IDX Sektor Consumer Non-Cyclicals Melaju Kencang Sejak Pekan Rapat FOMC,"ihsg hari ini dibuka tertekan, asing amankan profit bbca hingga mdka jakarta - indeks harga saham gabungan (ihsg) dibuka melemah pada perdagangan hari ini, rabu (15/6/2022).","['buka', 'bbca', 'mdka', 'buka']"
IDX Sektor Consumer Non-Cyclicals Melaju Kencang Sejak Pekan Rapat FOMC,"investor asing melakukan net sell sebesar rp94,73 miliar di awal pembukaan.",['buka']
IDX Sektor Consumer Non-Cyclicals Melaju Kencang Sejak Pekan Rapat FOMC,"adapun penjualan asing di pasar reguler yakni pt bank central asia tbk (bbca) rp70,7 miliar, pt telkom indonesia tbk (tlkm) rp27,2 miliar, dan pt merdeka copper gold tbk (mdka) rp2,3 miliar.","['bbca', 'tlkm', 'mdka']"
"Genjot Kinerja, Bosnet Distribution Targetkan Tambah 10 Klien Adopsi Platform Barunya","ihsg dibuka merah, berikut saham rekomendasi analis hari ini merdeka.com - indeks harga saham gabungan (ihsg) bursa efek indonesia (bei) dibuka melemah 18,68 poin atau 0,27 persen ke posisi 7.031,2. sementara kelompok 45 saham unggulan atau indeks lq45 turun 3,97 poin atau 0,39 persen ke posisi 1.015,56. ceo pt yugen bertumbuh sekuritas, william surya wijaya memperkirakan, indeks saham berada pada rentang 6.898 hingga 7.124. ihsg terlihat masih cukup betah berada dalam rentang konsolidasi dengan potensi tekanan yang masih cukup besar ditengah bayang bayang harga komoditas yang memiliki potensi untuk turun.","['buka', 'buka']"
"Genjot Kinerja, Bosnet Distribution Targetkan Tambah 10 Klien Adopsi Platform Barunya","dalam perdagangan hari ini, ada beberapa saham rekomendasi analis yaitu: - hmsp - bbca - unvr - tlkm - excl - indf - icbp - pwon - bbni","['hmsp', 'bbca', 'unvr', 'tlkm', 'excl', 'indf', 'icbp', 'bbni']"
"IHSG Berpeluang Melemah Pada Perdagangan Jumat (24/6), Saham-saham Ini Bisa Dilirik","ihsg dibuka melemah, asing dominan lepas saham ipotnews - ihsg dibuka di level 7.031pada sesi perdagangan hari ini, rabu (15/6), turun dari sesi penutupan kemarin di level 7.049. pada pukul 09.03 wib indeks masih melemah 0,02 persen atau 1 poin menjadi 7.048. indeks sempat menyentuh level tertinggi 7.052 dan terendah di level 7.031.sebanyak 187 menguat, 150 emiten melemah dan 186 emiten stagnan.","['buka', 'buka']"
"IHSG Berpeluang Melemah Pada Perdagangan Jumat (24/6), Saham-saham Ini Bisa Dilirik","sektor yang melemah yaitu energi -0,63 persen menjadi 1.703, sektor infrastruktur -0,18 persen menjadi 943,sektor aneka industri -0,20 persen menjadi 1.263, keuangan -0,01 persen menjadi 1.467, industri dasar -0,10 persen menjadi 1.292 dan kesehatan -0,49 persen menjadi 1.458. sedangkan sektor yang menguat adalah konsumer non primer 0,29 persen menjadi 893, konsumer primer 0,09 persen menjadi 695, properti 0,34 persen menjadi 696, teknologi 0,89 persen menjadi 7.865 dan sektortransportasi 1,32 persen menjadi 2.150. dari indeks kompas100, saham yang menjadi top gainer adalah scma 6,18 persen, emtk 2,74 persen, bfin 2,45 persen, hmsp 2,36 persen, wiim 2 persen.","['emtk', 'bfin', 'hmsp']"
"IHSG Berpeluang Melemah Pada Perdagangan Jumat (24/6), Saham-saham Ini Bisa Dilirik","kemudian untuk emiten yang masih stabil pergerakan nilai sahamnya yaitu bsde , hoki , mmlp , brpt , ggrm .","['brpt', 'ggrm']"
"IHSG Berpeluang Melemah Pada Perdagangan Jumat (24/6), Saham-saham Ini Bisa Dilirik","sedangkan emiten yang menjadi top losser adalah zyrx -2,78 persen, untr -2,38 persen, inco -1,74 persen, hrum -1,73 persen dan lppf -1,70 persen.","['untr', 'inco', 'hrum']"
